temp,formula,target,class,source,entry,sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
1000,Ca0.9Ho0.1MnO3,1.936306442,1,Mgaultois/Sparks,Peer-reviewed literature,73.7,322.6,155.499477,2861.6,57.1,14.2,514.6,12.893,10.0,12.0,5.0,1.1,28.1,0.0,6.0,5.0,0.30000000000000004,11.3,74.86891954023,0.0,0.000310120689655,474.9,14.739999999999998,64.52,31.0998954,572.32,11.42,2.84,102.91999999999999,2.5786000000000002,2.0,2.4,1.0,0.22,5.619999999999999,0.0,1.2,1.0,0.06,2.26,14.973783908046002,0.0,6.2024137931e-05,94.98,8.088,26.976,18.12059448,621.0240000000001,5.4959999999999996,1.008,44.304,1.03368,0.0,1.92,1.6,0.43119999999999997,1.3032000000000006,0.0,0.96,1.6,0.11759999999999998,1.1256,8.837019770113601,0.0,9.923862068959999e-05,99.576,59.0,80.0,148.93092,1692.2,14.0,4.0,126.0,2.44,0.0,4.0,5.0,11.0,11.0,0.0,2.0,5.0,3.0,5.0,28.665000000000003,0.0,0.000310120689655,213.0,67.0,87.0,164.93032,1747.0,16.0,6.0,192.0,3.44,2.0,4.0,5.0,11.0,13.0,0.0,2.0,5.0,3.0,5.0,37.77,0.0,0.000310120689655,225.0,8.0,7.0,15.9994,54.8,2.0,2.0,66.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
300,BaPbO3,3.362773529,1,Mgaultois/Sparks,Peer-reviewed literature,162.0,351.0,392.5252,1765.0100000000002,64.0,18.0,559.0,13.540000000000001,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,119.015,0.0,0.0,490.0,32.4,70.19999999999999,78.50504,353.002,12.8,3.6000000000000005,111.80000000000001,2.708,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.803000000000004,0.0,0.0,98.00000000000001,29.28,24.480000000000008,75.006768,357.8424,4.319999999999999,1.9200000000000002,54.96000000000001,0.8783999999999998,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,17.6376,0.0,0.0,103.20000000000002,74.0,78.0,191.20059999999998,945.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1000.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,9.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
400,BaPbO3,3.292933386,1,Mgaultois/Sparks,Peer-reviewed literature,162.0,351.0,392.5252,1765.0100000000002,64.0,18.0,559.0,13.540000000000001,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,119.015,0.0,0.0,490.0,32.4,70.19999999999999,78.50504,353.002,12.8,3.6000000000000005,111.80000000000001,2.708,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.803000000000004,0.0,0.0,98.00000000000001,29.28,24.480000000000008,75.006768,357.8424,4.319999999999999,1.9200000000000002,54.96000000000001,0.8783999999999998,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,17.6376,0.0,0.0,103.20000000000002,74.0,78.0,191.20059999999998,945.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1000.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,9.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
700,BaPbO3,3.27844905,1,Mgaultois/Sparks,Peer-reviewed literature,162.0,351.0,392.5252,1765.0100000000002,64.0,18.0,559.0,13.540000000000001,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,119.015,0.0,0.0,490.0,32.4,70.19999999999999,78.50504,353.002,12.8,3.6000000000000005,111.80000000000001,2.708,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.803000000000004,0.0,0.0,98.00000000000001,29.28,24.480000000000008,75.006768,357.8424,4.319999999999999,1.9200000000000002,54.96000000000001,0.8783999999999998,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,17.6376,0.0,0.0,103.20000000000002,74.0,78.0,191.20059999999998,945.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1000.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,9.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
1000,BaPbO3,3.066233396,1,Mgaultois/Sparks,Peer-reviewed literature,162.0,351.0,392.5252,1765.0100000000002,64.0,18.0,559.0,13.540000000000001,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,119.015,0.0,0.0,490.0,32.4,70.19999999999999,78.50504,353.002,12.8,3.6000000000000005,111.80000000000001,2.708,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.803000000000004,0.0,0.0,98.00000000000001,29.28,24.480000000000008,75.006768,357.8424,4.319999999999999,1.9200000000000002,54.96000000000001,0.8783999999999998,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,17.6376,0.0,0.0,103.20000000000002,74.0,78.0,191.20059999999998,945.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1000.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,9.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
300,Ba0.8Sr0.2PbO3,3.335046046,1,Mgaultois/Sparks,Peer-reviewed literature,158.4,350.8,382.5838,1775.0100000000002,64.0,17.8,555.0,13.552,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,117.143,0.0,0.0,489.20000000000005,31.680000000000003,70.16,76.51675999999999,355.002,12.8,3.5600000000000005,111.0,2.7104,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.428600000000003,0.0,0.0,97.84,28.416,24.544000000000004,72.620832,360.2424,4.319999999999999,1.872,54.0,0.87552,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,17.18832,0.0,0.0,103.00800000000001,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
400,Ba0.8Sr0.2PbO3,3.322352904,1,Mgaultois/Sparks,Peer-reviewed literature,158.4,350.8,382.5838,1775.0100000000002,64.0,17.8,555.0,13.552,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,117.143,0.0,0.0,489.20000000000005,31.680000000000003,70.16,76.51675999999999,355.002,12.8,3.5600000000000005,111.0,2.7104,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.428600000000003,0.0,0.0,97.84,28.416,24.544000000000004,72.620832,360.2424,4.319999999999999,1.872,54.0,0.87552,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,17.18832,0.0,0.0,103.00800000000001,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
700,Ba0.8Sr0.2PbO3,3.259228477,1,Mgaultois/Sparks,Peer-reviewed literature,158.4,350.8,382.5838,1775.0100000000002,64.0,17.8,555.0,13.552,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,117.143,0.0,0.0,489.20000000000005,31.680000000000003,70.16,76.51675999999999,355.002,12.8,3.5600000000000005,111.0,2.7104,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.428600000000003,0.0,0.0,97.84,28.416,24.544000000000004,72.620832,360.2424,4.319999999999999,1.872,54.0,0.87552,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,17.18832,0.0,0.0,103.00800000000001,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
1000,Ba0.8Sr0.2PbO3,3.221010647,1,Mgaultois/Sparks,Peer-reviewed literature,158.4,350.8,382.5838,1775.0100000000002,64.0,17.8,555.0,13.552,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,117.143,0.0,0.0,489.20000000000005,31.680000000000003,70.16,76.51675999999999,355.002,12.8,3.5600000000000005,111.0,2.7104,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.428600000000003,0.0,0.0,97.84,28.416,24.544000000000004,72.620832,360.2424,4.319999999999999,1.872,54.0,0.87552,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,17.18832,0.0,0.0,103.00800000000001,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
300,Ba0.6Sr0.4PbO3,2.884053498,0,Mgaultois/Sparks,Peer-reviewed literature,154.8,350.6,372.64239999999995,1785.0100000000002,64.0,17.6,551.0,13.564,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,115.271,0.0,0.0,488.4,30.960000000000004,70.11999999999999,74.52848,357.002,12.8,3.5200000000000005,110.19999999999999,2.7128,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.0542,0.0,0.0,97.68,27.552,24.608000000000004,70.23489599999999,362.6424,4.319999999999999,1.824,53.03999999999999,0.8726399999999999,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,16.73904,0.0,0.0,102.816,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
400,Ba0.6Sr0.4PbO3,2.895499232,0,Mgaultois/Sparks,Peer-reviewed literature,154.8,350.6,372.64239999999995,1785.0100000000002,64.0,17.6,551.0,13.564,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,115.271,0.0,0.0,488.4,30.960000000000004,70.11999999999999,74.52848,357.002,12.8,3.5200000000000005,110.19999999999999,2.7128,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.0542,0.0,0.0,97.68,27.552,24.608000000000004,70.23489599999999,362.6424,4.319999999999999,1.824,53.03999999999999,0.8726399999999999,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,16.73904,0.0,0.0,102.816,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
700,Ba0.6Sr0.4PbO3,2.929991703,0,Mgaultois/Sparks,Peer-reviewed literature,154.8,350.6,372.64239999999995,1785.0100000000002,64.0,17.6,551.0,13.564,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,115.271,0.0,0.0,488.4,30.960000000000004,70.11999999999999,74.52848,357.002,12.8,3.5200000000000005,110.19999999999999,2.7128,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.0542,0.0,0.0,97.68,27.552,24.608000000000004,70.23489599999999,362.6424,4.319999999999999,1.824,53.03999999999999,0.8726399999999999,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,16.73904,0.0,0.0,102.816,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
1000,Ba0.6Sr0.4PbO3,3.16306855,0,Mgaultois/Sparks,Peer-reviewed literature,154.8,350.6,372.64239999999995,1785.0100000000002,64.0,17.6,551.0,13.564,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,115.271,0.0,0.0,488.4,30.960000000000004,70.11999999999999,74.52848,357.002,12.8,3.5200000000000005,110.19999999999999,2.7128,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,23.0542,0.0,0.0,97.68,27.552,24.608000000000004,70.23489599999999,362.6424,4.319999999999999,1.824,53.03999999999999,0.8726399999999999,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,16.73904,0.0,0.0,102.816,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
300,Ba0.4Sr0.6PbO3,2.384287666,0,Mgaultois/Sparks,Peer-reviewed literature,151.2,350.4,362.701,1795.0100000000002,64.0,17.4,547.0,13.576,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,113.399,0.0,0.0,487.6,30.240000000000002,70.08,72.5402,359.002,12.8,3.4800000000000004,109.4,2.7152000000000003,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,22.6798,0.0,0.0,97.52,26.688000000000002,24.672,67.84896,365.04240000000004,4.319999999999999,1.776,52.08,0.8697599999999999,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,16.28976,0.0,0.0,102.624,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
400,Ba0.4Sr0.6PbO3,2.403316054,0,Mgaultois/Sparks,Peer-reviewed literature,151.2,350.4,362.701,1795.0100000000002,64.0,17.4,547.0,13.576,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,113.399,0.0,0.0,487.6,30.240000000000002,70.08,72.5402,359.002,12.8,3.4800000000000004,109.4,2.7152000000000003,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,22.6798,0.0,0.0,97.52,26.688000000000002,24.672,67.84896,365.04240000000004,4.319999999999999,1.776,52.08,0.8697599999999999,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,16.28976,0.0,0.0,102.624,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
700,Ba0.4Sr0.6PbO3,2.454633497,0,Mgaultois/Sparks,Peer-reviewed literature,151.2,350.4,362.701,1795.0100000000002,64.0,17.4,547.0,13.576,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,113.399,0.0,0.0,487.6,30.240000000000002,70.08,72.5402,359.002,12.8,3.4800000000000004,109.4,2.7152000000000003,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,22.6798,0.0,0.0,97.52,26.688000000000002,24.672,67.84896,365.04240000000004,4.319999999999999,1.776,52.08,0.8697599999999999,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,16.28976,0.0,0.0,102.624,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
1000,Ba0.4Sr0.6PbO3,3.02927665,0,Mgaultois/Sparks,Peer-reviewed literature,151.2,350.4,362.701,1795.0100000000002,64.0,17.4,547.0,13.576,10.0,14.0,10.0,14.0,48.0,0.0,10.0,0.0,0.0,10.0,113.399,0.0,0.0,487.6,30.240000000000002,70.08,72.5402,359.002,12.8,3.4800000000000004,109.4,2.7152000000000003,2.0,2.8,2.0,2.8000000000000003,9.600000000000001,0.0,2.0,0.0,0.0,2.0,22.6798,0.0,0.0,97.52,26.688000000000002,24.672,67.84896,365.04240000000004,4.319999999999999,1.776,52.08,0.8697599999999999,0.0,1.44,3.2,4.48,7.360000000000001,0.0,0.8,0.0,0.0,0.8,16.28976,0.0,0.0,102.624,74.0,79.0,191.20059999999998,995.2,14.0,4.0,149.0,2.55,0.0,4.0,10.0,14.0,26.0,0.0,4.0,0.0,0.0,4.0,54.485,0.0,0.0,217.0,82.0,87.0,207.2,1050.0,16.0,6.0,215.0,3.44,2.0,4.0,10.0,14.0,28.0,0.0,4.0,0.0,0.0,4.0,63.59,0.0,0.0,229.0,8.0,8.0,15.9994,54.8,2.0,2.0,66.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
